	Original.Reads	Filtered.Reads	Denoised.Reads	tabled	Non.chimeric.Reads	pseq	study	PRJ	Molecule	Cheese	Country	Region	Space	doi	Extraction_kit	Extraction_volume	Sequencer	Animal	Time	Pasteurized	pH	NaCl
SRR10316284_1	25407	21370	21351	21351	20953	20953	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316286_1	23384	19661	19646	19646	19351	19351	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316289_1	38530	26751	26696	26696	26503	26503	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316291_1	27752	23141	23105	23105	22910	22910	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316293_1	30373	23164	23148	23148	23011	23011	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316296_1	29499	24267	24229	24229	23953	23953	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316298_1	32430	25407	25368	25368	25173	25173	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316299_1	31037	26345	26330	26330	26288	26288	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316301_1	30088	25783	25768	25768	25679	25679	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316303_1	36653	26467	26420	26420	26087	26080	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316305_1	35480	22798	22748	22748	22571	22571	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316306_1	26451	22630	22602	22602	22505	22505	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316308_1	32153	25885	25854	25854	25828	25828	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316310_1	28469	22638	22616	22616	22179	22179	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316313_1	31204	26286	26264	26264	26242	26242	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316318_1	33819	26509	26484	26484	25588	25588	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316320_1	29437	24434	24410	24410	24248	24245	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316322_1	26287	21442	21409	21409	20960	20960	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316323_1	32627	24971	24940	24940	24863	24863	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316325_1	25201	21149	21138	21138	21013	21013	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316327_1	27987	23596	23579	23579	23321	23321	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316328_1	45811	26955	26906	26906	26320	26320	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316330_1	32521	27006	26985	26985	26831	26831	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316334_1	26139	22303	22269	22269	21915	21915	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316337_1	30693	23038	23016	23016	22986	22986	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316340_1	28623	22532	22504	22504	22278	22278	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316342_1	42297	29629	29596	29596	29484	29482	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316344_1	32416	25707	25658	25658	25526	25526	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR10316346_1	31684	24800	24770	24770	24619	24619	4	PRJNA578621	DNA	Saint-Nectaire	France	Auvergne	V3-V4	10.1016/j.foodcont.2020.107282	Phenol Chloroform	0.25g	Miseq	Cow	Yes	NO	NA	NA
SRR11943653	499501	499501	498286	498286	448962	448472	5	"	PRJNA637891"	DNA	Edam	Poland	NA	V3-V4	10.3390/app10124063	Genomic Mini AX FOOD kit 	NA	Miseq	Cow	NA	YES	NA	1.5
SRR11943654	391095	391095	390122	390122	353966	352831	5	"	PRJNA637891"	DNA	Edam	Poland	NA	V3-V4	10.3390/app10124063	Genomic Mini AX FOOD kit 	NA	Miseq	Cow	NA	YES	NA	1.5
SRR11943655	412900	412900	411804	411804	380155	378855	5	"	PRJNA637891"	DNA	Edam	Poland	NA	V3-V4	10.3390/app10124063	Genomic Mini AX FOOD kit 	NA	Miseq	Cow	NA	YES	NA	1.5
SRR11943656	464505	464505	463640	463640	422860	422251	5	"	PRJNA637891"	DNA	Edam	Poland	NA	V3-V4	10.3390/app10124063	Genomic Mini AX FOOD kit 	NA	Miseq	Cow	NA	YES	NA	1.5
SRR10830199_1	53762	53356	53228	53228	52578	52526	6	PRJNA598815	DNA	Halloumi	Cyprus	Paphos	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830200_1	354979	351656	351168	351168	343110	342303	6	PRJNA598815	DNA	Halloumi	Cyprus	Nicosia	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830201_1	16904	16770	16706	16706	16674	16670	6	PRJNA598815	DNA	Halloumi	Cyprus	Limassol	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830202_1	97045	96401	96207	96207	95706	95656	6	PRJNA598815	DNA	Halloumi	Cyprus	Limassol	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830203_1	311710	309767	309334	309334	300512	300327	6	PRJNA598815	DNA	Halloumi	Cyprus	Nicosia	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830204_1	68285	67762	67409	67409	66141	65436	6	PRJNA598815	DNA	Halloumi	Cyprus	Larnaca	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830205_1	62819	61611	61335	61335	60600	60540	6	PRJNA598815	DNA	Halloumi	Cyprus	Nicosia	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830206_1	107799	107151	106958	106958	106431	106377	6	PRJNA598815	DNA	Halloumi	Cyprus	Nicosia	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Sheep	NA	YES	NA	NA
SRR10830207_1	510556	507310	507110	507110	504283	503941	6	PRJNA598815	DNA	Halloumi	Cyprus	Nicosia	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830208_1	63567	63113	63053	63053	60613	60605	6	PRJNA598815	DNA	Halloumi	Cyprus	Larnaca	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830209_1	77866	77302	76864	76864	76247	75940	6	PRJNA598815	DNA	Halloumi	Cyprus	Nicosia	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830210_1	155759	154581	154330	154330	153653	153591	6	PRJNA598815	DNA	Halloumi	Cyprus	Limassol	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830211_1	123641	122819	122645	122645	120899	120809	6	PRJNA598815	DNA	Halloumi	Cyprus	Nicosia	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830212_1	176031	174880	174607	174607	174111	173950	6	PRJNA598815	DNA	Halloumi	Cyprus	Larnaca	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830213_1	35336	35130	35077	35077	34956	34938	6	PRJNA598815	DNA	Halloumi	Cyprus	Famagusta	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830214_1	57663	57260	57172	57172	56909	56860	6	PRJNA598815	DNA	Halloumi	Cyprus	Larnaca	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Mix	NA	YES	NA	NA
SRR10830215_1	91832	91227	91062	91062	89871	89705	6	PRJNA598815	DNA	Halloumi	Cyprus	Paphos	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Goat	NA	YES	NA	NA
SRR10830216_1	173376	172212	171808	171808	168685	168616	6	PRJNA598815	DNA	Halloumi	Cyprus	Limassol	V3-V4	10.1016/j.lwt.2020.109298	DNeasy PowerFood Microbial Kit MOBIO	20g	Miseq	Goat	NA	YES	NA	NA
ERR4013251_1	161563	161016	160741	160741	157406	157370	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013332_1	157243	156718	156375	156375	151809	151720	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013333_1	148904	148427	148182	148182	144974	144949	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013334_1	143764	143342	142993	142993	140271	140214	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013335_1	144143	143666	143317	143317	139437	139372	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013336_1	146625	146137	145937	145937	143942	143930	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013337_1	155534	155050	154666	154666	150908	150895	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013338_1	162263	161736	161479	161479	155242	155242	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013339_1	174477	173865	173520	173520	169290	169266	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013340_1	183860	183200	182578	182578	176179	176048	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013341_1	177566	177042	176736	176736	170293	170233	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013342_1	243085	242346	241781	241781	238371	238227	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013343_1	205623	205039	204690	204690	200907	200820	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013344_1	219460	218849	218557	218557	212210	212181	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013345_1	219348	218834	218505	218505	210876	210876	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013346_1	210843	210263	209999	209999	203708	203683	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013347_1	177275	176779	176506	176506	169865	169850	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013348_1	214182	213584	213266	213266	208838	208826	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013349_1	211644	211002	210604	210604	206240	206218	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013350_1	230877	230174	229769	229769	225226	225218	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013351_1	242486	241782	241283	241283	233113	233107	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
ERR4013352_1	232135	231508	231245	231245	222070	222049	7	PRJEB36556	DNA	Paipa	Colombia	Boyaca	V3-V4	10.3390/microorganisms8020218	PowerFood Microbial DNA Isolation Kit MOBIO	0.5g	Miseq	Cow	YES	NO	NA	NA
SRR8591920	17771	15716	15685	15685	15648	15644	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591921	11636	11412	11390	11390	11383	11383	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591922	10469	10316	10308	10308	10249	10249	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591923	13548	13003	12964	12964	12949	12949	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591924	8462	8246	8234	8234	8219	8219	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591925	11784	11613	11598	11598	11569	11569	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591926	9709	9560	9544	9544	9532	9532	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591927	12835	12266	12250	12250	12250	12250	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591928	13375	13236	13223	13223	13211	13211	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591929	17127	16876	16842	16842	16831	16824	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591930	10402	10093	10062	10062	9592	9592	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591931	27121	26247	26219	26219	26219	26219	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591932	24517	22901	22863	22863	22863	22863	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591934	53049	51534	51473	51473	51458	51458	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591935	39544	38750	38709	38709	38224	38224	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591936	29229	27209	27179	27179	27104	27104	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591937	48410	47024	46973	46973	46819	46819	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591938	39120	37880	37851	37851	37851	37851	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591939	45512	44491	44463	44463	44463	44463	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591940	8258	7279	7270	7270	7270	7270	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591941	11761	11638	11628	11628	11616	11616	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591942	12274	12081	12054	12054	12032	12027	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591943	13265	13015	13001	13001	12935	12935	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591944	8790	8394	8379	8379	8379	8379	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591945	9574	9463	9453	9453	9453	9453	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591946	8160	8010	8003	8003	8003	8003	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591947	6306	6243	6234	6234	6234	6234	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591948	11406	11229	11222	11222	11222	11222	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591949	17312	16703	16687	16687	16642	16640	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591950	8014	7857	7835	7835	7835	7835	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591951	12928	12775	12746	12746	12746	12746	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591952	15701	15536	15521	15521	15447	15447	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591953	16462	15116	15104	15104	15104	15104	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591954	14627	14195	14171	14171	14118	14118	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591955	3462	3323	3302	3302	3302	3302	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.38	NA
SRR8591956	6827	6684	6674	6674	6674	6670	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.32	NA
SRR8591957	7265	7149	7134	7134	7134	7134	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.3	NA
SRR8591959	11701	11569	11543	11543	11500	11500	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591960	27352	25431	25416	25416	25416	25416	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.55	NA
SRR8591961	20068	19801	19786	19786	19786	19786	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.49	NA
SRR8591962	49422	46855	46805	46805	46805	46805	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.49	NA
SRR8591963	17774	17309	17277	17277	16874	16874	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.5	NA
