	Original.Reads	Filtered.Reads	Denoised.Reads	tabled	Non.chimeric.Reads	pseq	study	PRJ	Molecule	Cheese	Country	Region	Space	doi	Extraction_kit	Extraction_volume	Sequencer	Animal	Time	Pasteurized	pH	NaCl
SRR13235654	152407	143434	142365	142365	137068	137063	1	PRJNA681198	DNA	Adobera	Mexico	Los altos de jalisco	Multiple	10.3390/microorganisms9010024	Fecal DNA extraction Kit Bio Basic	0.2g	Ion_Torrent	Cow		NA	NA	NA
SRR13235658	575725	551465	550349	550349	529895	529887	1	PRJNA681198	DNA	Adobera	Mexico	Los altos de jalisco	Multiple	10.3390/microorganisms9010025	Fecal DNA extraction Kit Bio Basic	0.2g	Ion_Torrent	Cow		NA	NA	NA
SRR13235659	91955	88072	87383	87383	85712	85710	1	PRJNA681198	DNA	Adobera	Mexico	Los altos de jalisco	Multiple	10.3390/microorganisms9010026	Fecal DNA extraction Kit Bio Basic	0.2g	Ion_Torrent	Cow		NA	NA	NA
SRR13235660	128948	123021	122234	122234	119768	119765	1	PRJNA681198	DNA	Adobera	Mexico	Los altos de jalisco	Multiple	10.3390/microorganisms9010027	Fecal DNA extraction Kit Bio Basic	0.2g	Ion_Torrent	Cow		NA	NA	NA
SRR13235661	12363	11919	11668	11668	11026	11026	1	PRJNA681198	DNA	Adobera	Mexico	Los altos de jalisco	Multiple	10.3390/microorganisms9010028	Fecal DNA extraction Kit Bio Basic	0.2g	Ion_Torrent	Cow		NA	NA	NA
SRR13235666	89613	87092	86255	86255	82122	82103	1	PRJNA681198	DNA	Adobera	Mexico	Los altos de jalisco	Multiple	10.3390/microorganisms9010029	Fecal DNA extraction Kit Bio Basic	0.2g	Ion_Torrent	Cow		NA	NA	NA
SRR13235670	10237	9913	9688	9688	9420	9420	1	PRJNA681198	DNA	Adobera	Mexico	Los altos de jalisco	Multiple	10.3390/microorganisms9010030	Fecal DNA extraction Kit Bio Basic	0.2g	Ion_Torrent	Cow		NA	NA	NA
SRR13235674	91978	87335	86287	86287	82810	82796	1	PRJNA681198	DNA	Adobera	Mexico	Los altos de jalisco	Multiple	10.3390/microorganisms9010031	Fecal DNA extraction Kit Bio Basic	0.2g	Ion_Torrent	Cow		NA	NA	NA
SRR8003184_1	81087	79537	79342	79342	77910	77841	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003186_1	107027	104447	103990	103990	98053	98053	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003187_1	81203	79079	78852	78852	73926	73926	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003188_1	75708	74516	74281	74281	69392	69392	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003189_1	85705	84179	83922	83922	79334	79334	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003190_1	103465	101571	101143	101143	95791	95791	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003191_1	88055	86449	86174	86174	81672	81654	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003192_1	102921	100598	100325	100325	95935	95935	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003193_1	82841	81221	80911	80911	76592	76592	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003194_1	109573	107154	106889	106889	99569	99569	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003195_1	102724	100402	100226	100226	94239	94239	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003196_1	70208	69772	69524	69524	62470	62422	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003197_1	84594	84095	83866	83866	75534	75355	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003198_1	72639	72152	72037	72037	64732	64704	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003199_1	85965	85522	85357	85357	77865	77846	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003200_1	82183	81621	81445	81445	73815	73780	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003201_1	74715	74233	74085	74085	67723	67678	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003202_1	70527	70121	69972	69972	62644	62632	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003203_1	67515	67068	66934	66934	60602	60571	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003204_1	57380	57032	56827	56827	52776	52776	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003205_1	77912	77484	77330	77330	68782	68782	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003206_1	71304	69788	69599	69599	66371	66371	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003207_1	283088	281777	281460	281460	251342	251330	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003208_1	220490	219447	219130	219130	201685	201662	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003209_1	51791	51495	51240	51240	45480	45458	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003210_1	64218	63850	63632	63632	59856	59856	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003211_1	68918	68596	68386	68386	64945	64913	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003212_1	77113	76691	76507	76507	70963	70963	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003213_1	132772	132030	131737	131737	117873	117873	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003214_1	114166	111424	111232	111232	107353	107346	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003215_1	67186	66182	65895	65895	61571	61565	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003216_1	77935	76271	76026	76026	72427	72427	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003217_1	63948	62795	62615	62615	57497	57497	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003218_1	59224	58198	58018	58018	55379	55379	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003219_1	95441	93299	92963	92963	86069	86067	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003220_1	97059	94738	94505	94505	80238	80238	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003221_1	99094	98331	98016	98016	87469	87469	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003222_1	77279	76795	76530	76530	67734	67734	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003223_1	216727	215485	215167	215167	187302	187284	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003224_1	66015	65478	65258	65258	58035	58035	10	PRJNA476316	DNA	CampodasVertentes	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003225_1	104260	102114	101897	101897	95840	95836	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003226_1	107720	105311	105015	105015	100024	100024	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003227_1	67879	66307	66148	66148	61341	61329	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003228_1	90366	88271	88046	88046	84002	83974	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003229_1	77194	75139	74728	74728	71031	71031	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003230_1	74540	72122	71804	71804	68242	68242	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003232_1	66411	64929	64806	64806	63887	63837	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003233_1	81025	78978	78742	78742	71980	71980	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003234_1	129536	126329	125786	125786	117134	117120	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003235_1	136798	133784	132055	132055	121429	120965	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003236_1	1056	1013	903	903	903	903	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003237_1	146386	142394	141833	141833	137012	136989	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003238_1	117599	114599	114372	114372	105045	105034	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003239_1	117171	114460	114191	114191	106541	106541	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003240_1	98352	96141	95835	95835	90500	90493	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003242_1	113852	111274	110852	110852	102656	102656	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003243_1	90104	88071	87824	87824	83983	83983	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003244_1	95662	93413	93139	93139	84364	84364	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003245_1	131120	130335	130047	130047	121546	121546	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003246_1	40885	39844	39658	39658	36826	36826	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003247_1	65286	63730	63519	63519	59340	59340	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003248_1	68343	66650	66487	66487	63303	63299	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003249_1	88046	85962	85776	85776	81126	81126	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003251_1	79526	77586	77220	77220	72483	72483	10	PRJNA476316	DNA	Colonial	Brazil	RioGrandeDoSul	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003252_1	98090	96332	96204	96204	91260	91260	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003254_1	92710	90649	90423	90423	85849	85849	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003255_1	80908	78909	78750	78750	76522	76510	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003256_1	98981	96600	96378	96378	90102	90102	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003257_1	77019	75370	75135	75135	70014	70014	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003258_1	76489	75169	74839	74839	67034	67028	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003259_1	80562	78993	78671	78671	72193	72193	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003260_1	72460	70728	70628	70628	63347	63345	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003261_1	94187	92046	91732	91732	83929	83912	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003262_1	109773	107185	106863	106863	101833	101833	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003263_1	64182	62175	61612	61612	57040	57007	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003265_1	103208	100750	100471	100471	98077	98075	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003266_1	77568	77013	76823	76823	69005	68994	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003267_1	269949	268651	268233	268233	249026	248993	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003268_1	313260	310676	310137	310137	292934	292881	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003269_1	38964	38769	38646	38646	35932	35930	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003271_1	39696	39426	39271	39271	37527	37527	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003272_1	64211	63857	63557	63557	59504	59504	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003273_1	36378	36052	35941	35941	34153	34153	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003274_1	34107	33908	33715	33715	32013	32013	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003275_1	52371	51953	51827	51827	47794	47794	10	PRJNA476316	DNA	Curd	Brazil	Sergipe	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003276_1	78140	76492	76222	76222	71400	71226	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003277_1	73384	71973	71796	71796	68911	68899	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003278_1	73316	71782	71524	71524	66434	66434	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003279_1	69164	68199	68050	68050	64845	64845	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003280_1	101875	99463	99153	99153	90714	90714	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003281_1	69071	67520	67263	67263	61601	61601	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003282_1	72796	71151	70844	70844	67306	67306	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003283_1	68909	67297	67051	67051	61649	61649	10	PRJNA476316	DNA	Serro	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003284_1	110339	107875	107547	107547	103857	103805	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003285_1	93530	91537	91300	91300	86337	86337	10	PRJNA476316	DNA	Serrano	Brazil	SantaCatarina	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003286_1	116503	113787	113582	113582	105804	105804	10	PRJNA476316	DNA	Cerrado	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003287_1	109110	106233	105887	105887	98499	98475	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003288_1	76759	75156	74988	74988	71364	71349	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003289_1	66416	66030	65883	65883	61914	61914	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003290_1	74938	73478	73210	73210	68782	68782	10	PRJNA476316	DNA	Canastra	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
SRR8003291_1	82065	81558	81284	81284	75879	75841	10	PRJNA476316	DNA	Araxa	Brazil	MinasGerais	V3-V4	10.1016/j.fm.2018.12.014	Biostic bacteremia DNA isolation kit MOBIO	Dilution	Miseq	Cow		NO	NA	NA
